SD,c,s,b_avg,n,avgSyncTime,avgSyncTimeCIL,avgSyncTimeCIU
0,12,101,1,4,10.1053,10.0852,10.1239
0,12,101,1,4.25,9.95097,9.92515,9.96963
0,12,101,1,4.5,9.81829,9.79822,9.84033
0,12,101,1,4.75,9.7022,9.68383,9.72367
0,12,101,1,5,9.59999,9.58689,9.61736
0,12,101,1,5.25,9.45212,9.43088,9.46787
0,12,101,1,5.5,9.31665,9.29886,9.33498
0,12,101,1,5.75,9.20127,9.18432,9.2165
0,12,101,1,6,9.09485,9.07802,9.11073
0,12,101,1,6.25,8.94686,8.93073,8.96477
0,12,101,1,6.5,8.81535,8.79842,8.83442
0,12,101,1,6.75,8.69923,8.68521,8.7146
0,12,101,1,7,8.58892,8.56892,8.60417
0,12,101,1,7.25,8.44565,8.43375,8.45906
0,12,101,1,7.5,8.31113,8.29748,8.32939
0,12,101,1,7.75,8.19333,8.17592,8.21296
0,12,101,1,8,8.08462,8.06825,8.09878
0,12,101,1,8.25,7.94279,7.93049,7.95461
0,12,101,1,8.5,7.80933,7.79733,7.82547
0,12,101,1,8.75,7.69133,7.67459,7.70628
0,12,101,1,9,7.57889,7.56577,7.59349
0,12,101,1,9.25,7.43837,7.42508,7.45163
0,12,101,1,9.5,7.30375,7.29152,7.31391
0,12,101,1,9.75,7.18671,7.17555,7.19839
0,12,101,1,10,7.07401,7.06458,7.08505
0,12,101,1,10.25,6.93495,6.9237,6.94496
0,12,101,1,10.5,6.80047,6.79015,6.80927
0,12,101,1,10.75,6.6836,6.67451,6.69272
0,12,101,1,11,6.56983,6.56132,6.57852
0,12,101,1,11.25,6.43204,6.42311,6.441
0,12,101,1,11.5,6.29595,6.28856,6.30248
0,12,101,1,11.75,6.18039,6.17255,6.18805
0,12,101,1,12,6.06355,6.05486,6.07028
0,12,101,1,12.25,6.06392,6.05714,6.0702
0,12,101,1,12.5,6.06423,6.058,6.07085
0,12,101,1,12.75,6.06516,6.05844,6.07347
0,12,101,1,13,6.06427,6.05814,6.07101
0,12,101,1,13.25,6.06387,6.05767,6.06961
0,12,101,1,13.5,6.06458,6.05773,6.07141
0,12,101,1,13.75,6.06416,6.05684,6.07319
0,12,101,1,14,6.0645,6.05846,6.07066
0,12,101,1,14.25,6.06411,6.05539,6.07057
0,12,101,1,14.5,6.06374,6.05719,6.06967
0,12,101,1,14.75,6.06459,6.05859,6.07153
0,12,101,1,15,6.06429,6.05859,6.07092
0,12,101,1,15.25,6.06448,6.05822,6.07297
0,12,101,1,15.5,6.06415,6.05806,6.0704
0,12,101,1,15.75,6.06442,6.05822,6.07009
0,12,101,1,16,6.06388,6.05658,6.07143
0,12,101,1,16.25,6.06433,6.05864,6.07139
0,12,101,1,16.5,6.06441,6.05859,6.07056
0,12,101,1,16.75,6.0646,6.0585,6.07033
0,12,101,1,17,6.06431,6.05745,6.07051
0,12,101,1,17.25,6.06448,6.05673,6.07211
0,12,101,1,17.5,6.06401,6.05486,6.07169
0,12,101,1,17.75,6.06451,6.05773,6.07159
0,12,101,1,18,6.0644,6.05809,6.07218
0,12,101,1,18.25,6.06364,6.0567,6.07073
0,12,101,1,18.5,6.06445,6.05793,6.06981
0,12,101,1,18.75,6.06392,6.05635,6.07
0,12,101,1,19,6.06487,6.05709,6.07245
0,12,101,1,19.25,6.06372,6.05733,6.07136
0,12,101,1,19.5,6.06436,6.05817,6.07086
0,12,101,1,19.75,6.06389,6.05676,6.07295
0,12,101,1,20,6.06421,6.05871,6.07106
0,12,101,1,20.25,6.06458,6.05754,6.07048
0,12,101,1,20.5,6.06421,6.0568,6.06977
0,12,101,1,20.75,6.06439,6.05849,6.07125
0,12,101,1,21,6.06489,6.05771,6.07132
max,12,101,1,0.25,11.6186,11.5968,11.6416
max,12,101,1,0.5,11.6196,11.5961,11.6428
max,12,101,1,0.75,11.6183,11.5938,11.6465
max,12,101,1,1,11.6184,11.595,11.6406
max,12,101,1,1.25,11.4125,11.3888,11.4345
max,12,101,1,1.5,11.2794,11.2613,11.299
max,12,101,1,1.75,11.1845,11.1618,11.2074
max,12,101,1,2,11.1127,11.0907,11.1338
max,12,101,1,2.25,10.9427,10.9207,10.964
max,12,101,1,2.5,10.8063,10.7823,10.8239
max,12,101,1,2.75,10.699,10.6783,10.7195
max,12,101,1,3,10.6082,10.5873,10.6239
max,12,101,1,3.25,10.449,10.4313,10.4662
max,12,101,1,3.5,10.3137,10.2954,10.3321
max,12,101,1,3.75,10.201,10.1841,10.2195
max,12,101,1,4,10.1036,10.0856,10.121
max,12,101,1,4.25,9.95169,9.92908,9.96922
max,12,101,1,4.5,9.81909,9.79738,9.83523
max,12,101,1,4.75,9.70363,9.68845,9.72145
max,12,101,1,5,9.599,9.58181,9.61754
max,12,101,1,5.25,9.44914,9.4324,9.46543
max,12,101,1,5.5,9.317,9.2987,9.33462
max,12,101,1,5.75,9.1998,9.18295,9.21233
max,12,101,1,6,9.0933,9.07423,9.10908
max,12,101,1,6.25,8.9472,8.93017,8.96306
max,12,101,1,6.5,8.8157,8.80021,8.83425
max,12,101,1,6.75,8.69701,8.68031,8.71396
max,12,101,1,7,8.58936,8.57442,8.60569
max,12,101,1,7.25,8.4451,8.43075,8.45677
max,12,101,1,7.5,8.31241,8.29775,8.32889
max,12,101,1,7.75,8.19486,8.18011,8.20897
max,12,101,1,8,8.08396,8.0717,8.096
max,12,101,1,8.25,7.94174,7.92728,7.95636
max,12,101,1,8.5,7.80923,7.7944,7.82219
max,12,101,1,8.75,7.69151,7.67787,7.7061
max,12,101,1,9,7.57911,7.56345,7.59287
max,12,101,1,9.25,7.43881,7.42475,7.4532
max,12,101,1,9.5,7.30413,7.29397,7.31417
max,12,101,1,9.75,7.18733,7.17346,7.20234
max,12,101,1,10,7.07459,7.06133,7.08572
max,12,101,1,10.25,6.93552,6.92308,6.94635
max,12,101,1,10.5,6.8008,6.78881,6.81222
max,12,101,1,10.75,6.68359,6.6742,6.69362
max,12,101,1,11,6.56894,6.56001,6.578
max,12,101,1,11.25,6.43117,6.42448,6.43824
max,12,101,1,11.5,6.29587,6.28835,6.30415
max,12,101,1,11.75,6.1795,6.17117,6.18658
max,12,101,1,12,6.06508,6.05796,6.07208
max,12,101,1,12.25,6.0642,6.05848,6.07211
max,12,101,1,12.5,6.06391,6.05772,6.06959
max,12,101,1,12.75,6.06448,6.05875,6.07356
max,12,101,1,13,6.06424,6.0574,6.07076
max,12,101,1,13.25,6.0645,6.05632,6.06997
max,12,101,1,13.5,6.06385,6.05638,6.07004
max,12,101,1,13.75,6.06458,6.05841,6.07121
max,12,101,1,14,6.06421,6.05681,6.07081
max,12,101,1,14.25,6.06488,6.05818,6.07183
max,12,101,1,14.5,6.06434,6.05806,6.07258
max,12,101,1,14.75,6.06351,6.05686,6.06952
max,12,101,1,15,6.06413,6.05747,6.07097
max,12,101,1,15.25,6.06435,6.05747,6.07218
max,12,101,1,15.5,6.0642,6.05727,6.07047
max,12,101,1,15.75,6.06472,6.05839,6.073
max,12,101,1,16,6.06399,6.05741,6.06999
max,12,101,1,16.25,6.06398,6.05769,6.07098
max,12,101,1,16.5,6.06417,6.05846,6.06995
max,12,101,1,16.75,6.06469,6.05865,6.07089
max,12,101,1,17,6.06414,6.05819,6.07006
max,12,101,1,17.25,6.06483,6.05732,6.07062
max,12,101,1,17.5,6.06405,6.05756,6.07067
max,12,101,1,17.75,6.06405,6.05734,6.07059
max,12,101,1,18,6.06472,6.05847,6.07232
max,12,101,1,18.25,6.06401,6.05873,6.07148
max,12,101,1,18.5,6.0639,6.05692,6.0709
max,12,101,1,18.75,6.06423,6.0565,6.07117
max,12,101,1,19,6.06426,6.05771,6.07073
max,12,101,1,19.25,6.06465,6.05852,6.07186
max,12,101,1,19.5,6.06377,6.05785,6.07047
max,12,101,1,19.75,6.06418,6.05783,6.07083
max,12,101,1,20,6.06399,6.05751,6.073
max,12,101,1,20.25,6.06447,6.05775,6.07012
max,12,101,1,20.5,6.06412,6.05607,6.07303
max,12,101,1,20.75,6.06465,6.0582,6.07247
max,12,101,1,21,6.06382,6.0577,6.06897
0,16,101,0.25,0.25,64.1412,64.0248,64.2503
0,16,101,0.25,0.5,64.1341,64.0171,64.253
0,16,101,0.25,0.75,64.1241,63.9997,64.2429
0,16,101,0.25,1,64.1415,64.0361,64.2652
0,16,101,0.25,1.25,63.9519,63.8389,64.08
0,16,101,0.25,1.5,63.8022,63.6762,63.9005
0,16,101,0.25,1.75,63.6935,63.5863,63.817
0,16,101,0.25,2,63.6294,63.5052,63.7387
0,16,101,0.25,2.25,63.4704,63.3437,63.5961
0,16,101,0.25,2.5,63.3185,63.2211,63.4335
0,16,101,0.25,2.75,63.2203,63.1075,63.3381
0,16,101,0.25,3,63.1339,63.0161,63.2665
0,16,101,0.25,3.25,62.9687,62.823,63.1076
0,16,101,0.25,3.5,62.8395,62.7184,62.9508
0,16,101,0.25,3.75,62.7151,62.5805,62.8236
0,16,101,0.25,4,62.6267,62.4848,62.7488
0,16,101,0.25,4.25,62.4831,62.3334,62.6132
0,16,101,0.25,4.5,62.3464,62.2281,62.4752
0,16,101,0.25,4.75,62.2294,62.1134,62.3487
0,16,101,0.25,5,62.1274,62.0005,62.291
0,16,101,0.25,5.25,61.9634,61.8118,62.1126
0,16,101,0.25,5.5,61.8324,61.7203,61.94
0,16,101,0.25,5.75,61.7206,61.6003,61.8744
0,16,101,0.25,6,61.6078,61.4785,61.7309
0,16,101,0.25,6.25,61.4773,61.3654,61.5982
0,16,101,0.25,6.5,61.3414,61.197,61.4518
0,16,101,0.25,6.75,61.2219,61.094,61.3468
0,16,101,0.25,7,61.1136,60.9696,61.2199
0,16,101,0.25,7.25,60.9639,60.8374,61.084
0,16,101,0.25,7.5,60.8369,60.673,60.9846
0,16,101,0.25,7.75,60.7181,60.6019,60.8554
0,16,101,0.25,8,60.6133,60.4755,60.7221
0,16,101,0.25,8.25,60.4676,60.3557,60.615
0,16,101,0.25,8.5,60.3369,60.2217,60.4461
0,16,101,0.25,8.75,60.2083,60.0928,60.3294
0,16,101,0.25,9,60.094,59.9658,60.1855
0,16,101,0.25,9.25,59.9736,59.8802,60.0861
0,16,101,0.25,9.5,59.8303,59.6965,59.9748
0,16,101,0.25,9.75,59.712,59.6056,59.8277
0,16,101,0.25,10,59.5939,59.4665,59.6975
0,16,101,0.25,10.25,59.4594,59.3442,59.5691
0,16,101,0.25,10.5,59.3341,59.2451,59.4273
0,16,101,0.25,10.75,59.203,59.0903,59.3194
0,16,101,0.25,11,59.087,58.9991,59.1823
0,16,101,0.25,11.25,58.96,58.8552,59.0585
0,16,101,0.25,11.5,58.8214,58.7065,58.9181
0,16,101,0.25,11.75,58.6973,58.5784,58.8122
0,16,101,0.25,12,58.5887,58.4653,58.7038
0,16,101,0.25,12.25,58.4553,58.3586,58.5731
0,16,101,0.25,12.5,58.3276,58.2285,58.4377
0,16,101,0.25,12.75,58.1992,58.0911,58.3007
0,16,101,0.25,13,58.0796,57.9707,58.204
0,16,101,0.25,13.25,57.9426,57.8404,58.0661
0,16,101,0.25,13.5,57.8203,57.7004,57.9575
0,16,101,0.25,13.75,57.6901,57.5807,57.8257
0,16,101,0.25,14,57.5691,57.4574,57.6947
0,16,101,0.25,14.25,57.4402,57.3578,57.5508
0,16,101,0.25,14.5,57.318,57.222,57.4403
0,16,101,0.25,14.75,57.1919,57.0918,57.3078
0,16,101,0.25,15,57.0571,56.9432,57.1918
0,16,101,0.25,15.25,56.9228,56.8146,57.0528
0,16,101,0.25,15.5,56.806,56.6997,56.9008
0,16,101,0.25,15.75,56.6831,56.6072,56.7792
0,16,101,0.25,16,56.5649,56.4445,56.6877
0,16,101,0.25,16.25,56.6524,56.5606,56.74
0,16,101,0.25,16.5,56.7426,56.6283,56.8614
0,16,101,0.25,16.75,56.8111,56.6903,56.929
0,16,101,0.25,17,56.909,56.8215,57.0069
0,16,101,0.25,17.25,56.9666,56.8602,57.0915
0,16,101,0.25,17.5,57.0437,56.9426,57.1772
0,16,101,0.25,17.75,57.1048,56.989,57.2245
0,16,101,0.25,18,57.1726,57.0782,57.2639
0,16,101,0.25,18.25,57.2223,57.1168,57.3429
0,16,101,0.25,18.5,57.2653,57.1442,57.376
0,16,101,0.25,18.75,57.328,57.2133,57.4444
0,16,101,0.25,19,57.3803,57.26,57.5076
0,16,101,0.25,19.25,57.4101,57.3041,57.5228
0,16,101,0.25,19.5,57.4517,57.3187,57.564
0,16,101,0.25,19.75,57.4781,57.3604,57.593
0,16,101,0.25,20,57.5196,57.4121,57.6633
0,16,101,0.25,20.25,57.5492,57.4447,57.6618
0,16,101,0.25,20.5,57.5715,57.4712,57.6811
0,16,101,0.25,20.75,57.5964,57.4617,57.7166
0,16,101,0.25,21,57.6255,57.5268,57.7585
max,16,101,0.25,0.25,62.6508,62.5579,62.7738
max,16,101,0.25,0.5,62.6487,62.5219,62.783
max,16,101,0.25,0.75,62.6543,62.5383,62.7896
max,16,101,0.25,1,62.647,62.5319,62.7518
max,16,101,0.25,1.25,62.6434,62.5394,62.7628
max,16,101,0.25,1.5,62.6469,62.5353,62.7779
max,16,101,0.25,1.75,62.6416,62.5182,62.7466
max,16,101,0.25,2,62.6442,62.537,62.7672
max,16,101,0.25,2.25,62.6448,62.5433,62.7605
max,16,101,0.25,2.5,62.647,62.5367,62.7772
max,16,101,0.25,2.75,62.6405,62.5137,62.7824
max,16,101,0.25,3,62.6449,62.523,62.7683
max,16,101,0.25,3.25,62.4172,62.3046,62.5523
max,16,101,0.25,3.5,62.2035,62.0989,62.3313
max,16,101,0.25,3.75,62.0157,61.8734,62.1366
max,16,101,0.25,4,61.8624,61.7515,62.0016
max,16,101,0.25,4.25,61.7347,61.6232,61.8586
max,16,101,0.25,4.5,61.6146,61.4923,61.7382
max,16,101,0.25,4.75,61.5062,61.376,61.5995
max,16,101,0.25,5,61.4043,61.2832,61.5217
max,16,101,0.25,5.25,61.3301,61.214,61.4529
max,16,101,0.25,5.5,61.2474,61.1508,61.376
max,16,101,0.25,5.75,61.1764,61.0437,61.2897
max,16,101,0.25,6,61.0967,60.9652,61.2348
max,16,101,0.25,6.25,60.9545,60.8232,61.0899
max,16,101,0.25,6.5,60.8252,60.7062,60.9319
max,16,101,0.25,6.75,60.6976,60.5857,60.8062
max,16,101,0.25,7,60.5768,60.4551,60.7027
max,16,101,0.25,7.25,60.4485,60.3345,60.5659
max,16,101,0.25,7.5,60.3072,60.1995,60.4408
max,16,101,0.25,7.75,60.1923,60.08,60.3152
max,16,101,0.25,8,60.0718,59.9446,60.1995
max,16,101,0.25,8.25,59.973,59.8645,60.0922
max,16,101,0.25,8.5,59.8651,59.7497,60.0075
max,16,101,0.25,8.75,59.7607,59.654,59.8813
max,16,101,0.25,9,59.6906,59.6,59.797
max,16,101,0.25,9.25,59.5807,59.4649,59.7094
max,16,101,0.25,9.5,59.4595,59.3365,59.5833
max,16,101,0.25,9.75,59.357,59.2528,59.4646
max,16,101,0.25,10,59.2479,59.1543,59.3623
max,16,101,0.25,10.25,59.1197,58.9968,59.2267
max,16,101,0.25,10.5,58.9918,58.9047,59.1087
max,16,101,0.25,10.75,58.8418,58.7297,58.9516
max,16,101,0.25,11,58.738,58.636,58.8831
max,16,101,0.25,11.25,58.6144,58.5052,58.7442
max,16,101,0.25,11.5,58.4968,58.3794,58.6047
max,16,101,0.25,11.75,58.4025,58.2907,58.4912
max,16,101,0.25,12,58.2935,58.1521,58.412
max,16,101,0.25,12.25,58.2043,58.0744,58.3185
max,16,101,0.25,12.5,58.1206,58.0158,58.2484
max,16,101,0.25,12.75,58.0424,57.9238,58.1764
max,16,101,0.25,13,57.9416,57.8497,58.058
max,16,101,0.25,13.25,57.8075,57.7078,57.9258
max,16,101,0.25,13.5,57.6607,57.5507,57.7735
max,16,101,0.25,13.75,57.5397,57.4286,57.6642
max,16,101,0.25,14,57.4067,57.2763,57.5185
max,16,101,0.25,14.25,57.2947,57.1854,57.3968
max,16,101,0.25,14.5,57.1711,57.0659,57.2952
max,16,101,0.25,14.75,57.0688,56.9758,57.1665
max,16,101,0.25,15,56.9604,56.8594,57.0645
max,16,101,0.25,15.25,56.8567,56.7398,56.9465
max,16,101,0.25,15.5,56.7555,56.6422,56.8556
max,16,101,0.25,15.75,56.6637,56.5656,56.7766
max,16,101,0.25,16,56.5576,56.4468,56.69
max,16,101,0.25,16.25,57.3206,57.2129,57.4191
max,16,101,0.25,16.5,58.0775,57.9509,58.1896
max,16,101,0.25,16.75,58.8372,58.736,58.9506
max,16,101,0.25,17,59.5952,59.4719,59.7152
max,16,101,0.25,17.25,60.3448,60.2447,60.4656
max,16,101,0.25,17.5,61.0992,60.9887,61.2231
max,16,101,0.25,17.75,61.8743,61.7279,61.9928
max,16,101,0.25,18,62.6257,62.5059,62.787
max,16,101,0.25,18.25,63.3881,63.2616,63.5174
max,16,101,0.25,18.5,64.145,64.0318,64.2824
max,16,101,0.25,18.75,64.8969,64.7666,65.0492
max,16,101,0.25,19,65.6609,65.547,65.7844
max,16,101,0.25,19.25,66.4137,66.2811,66.5216
max,16,101,0.25,19.5,67.1847,67.0608,67.3298
max,16,101,0.25,19.75,67.9392,67.8171,68.0521
max,16,101,0.25,20,68.6947,68.589,68.8361
max,16,101,0.25,20.25,69.442,69.3358,69.5628
max,16,101,0.25,20.5,70.1951,70.0706,70.3593
max,16,101,0.25,20.75,70.9659,70.7988,71.1088
max,16,101,0.25,21,71.7188,71.5719,71.8543
0,16,101,0.5,0.25,31.8216,31.7575,31.8914
0,16,101,0.5,0.5,31.8254,31.7748,31.8911
0,16,101,0.5,0.75,31.8203,31.7604,31.8773
0,16,101,0.5,1,31.8177,31.7469,31.8858
0,16,101,0.5,1.25,31.6138,31.5615,31.6713
0,16,101,0.5,1.5,31.4776,31.4243,31.5325
0,16,101,0.5,1.75,31.3894,31.3212,31.4465
0,16,101,0.5,2,31.31,31.2562,31.3716
0,16,101,0.5,2.25,31.1379,31.0863,31.188
0,16,101,0.5,2.5,31.0076,30.933,31.0915
0,16,101,0.5,2.75,30.8995,30.8387,30.9595
0,16,101,0.5,3,30.8065,30.7314,30.8627
0,16,101,0.5,3.25,30.6527,30.5989,30.7321
0,16,101,0.5,3.5,30.52,30.473,30.5787
0,16,101,0.5,3.75,30.4015,30.3382,30.4734
0,16,101,0.5,4,30.3013,30.2518,30.3699
0,16,101,0.5,4.25,30.1515,30.0987,30.2099
0,16,101,0.5,4.5,30.0267,29.9684,30.0784
0,16,101,0.5,4.75,29.905,29.8506,29.9677
0,16,101,0.5,5,29.7991,29.7399,29.8544
0,16,101,0.5,5.25,29.6543,29.5943,29.7163
0,16,101,0.5,5.5,29.5198,29.4599,29.5749
0,16,101,0.5,5.75,29.4016,29.3507,29.4612
0,16,101,0.5,6,29.2943,29.224,29.3357
0,16,101,0.5,6.25,29.1578,29.0925,29.2165
0,16,101,0.5,6.5,29.0156,28.961,29.0713
0,16,101,0.5,6.75,28.8954,28.8395,28.9576
0,16,101,0.5,7,28.7927,28.7384,28.8383
0,16,101,0.5,7.25,28.6491,28.6008,28.7079
0,16,101,0.5,7.5,28.5202,28.4736,28.576
0,16,101,0.5,7.75,28.3978,28.3282,28.4513
0,16,101,0.5,8,28.2873,28.2403,28.349
0,16,101,0.5,8.25,28.1469,28.0858,28.1957
0,16,101,0.5,8.5,28.0134,27.962,28.0693
0,16,101,0.5,8.75,27.8905,27.8314,27.9406
0,16,101,0.5,9,27.7793,27.7298,27.8341
0,16,101,0.5,9.25,27.6392,27.5819,27.6817
0,16,101,0.5,9.5,27.511,27.4622,27.5632
0,16,101,0.5,9.75,27.3937,27.3457,27.4511
0,16,101,0.5,10,27.2756,27.223,27.3199
0,16,101,0.5,10.25,27.1377,27.0827,27.2047
0,16,101,0.5,10.5,27.0067,26.9533,27.0603
0,16,101,0.5,10.75,26.8863,26.8259,26.9344
0,16,101,0.5,11,26.77,26.7072,26.8213
0,16,101,0.5,11.25,26.6343,26.5876,26.6851
0,16,101,0.5,11.5,26.5002,26.4417,26.545
0,16,101,0.5,11.75,26.3824,26.3211,26.423
0,16,101,0.5,12,26.2652,26.2073,26.3233
0,16,101,0.5,12.25,26.1292,26.0817,26.1751
0,16,101,0.5,12.5,25.9991,25.9523,26.0476
0,16,101,0.5,12.75,25.8766,25.8235,25.9277
0,16,101,0.5,13,25.76,25.7066,25.8161
0,16,101,0.5,13.25,25.6232,25.5747,25.6677
0,16,101,0.5,13.5,25.496,25.4393,25.5373
0,16,101,0.5,13.75,25.3688,25.3122,25.4129
0,16,101,0.5,14,25.2561,25.1996,25.2994
0,16,101,0.5,14.25,25.1238,25.0723,25.1778
0,16,101,0.5,14.5,24.9932,24.9514,25.0473
0,16,101,0.5,14.75,24.8652,24.8092,24.9046
0,16,101,0.5,15,24.7482,24.7016,24.7986
0,16,101,0.5,15.25,24.6161,24.5705,24.6686
0,16,101,0.5,15.5,24.485,24.439,24.5273
0,16,101,0.5,15.75,24.3601,24.3115,24.4059
0,16,101,0.5,16,24.2448,24.2001,24.2971
0,16,101,0.5,16.25,24.3081,24.2642,24.3553
0,16,101,0.5,16.5,24.3617,24.3233,24.4078
0,16,101,0.5,16.75,24.4169,24.3704,24.4657
0,16,101,0.5,17,24.4696,24.419,24.5145
0,16,101,0.5,17.25,24.5243,24.471,24.5718
0,16,101,0.5,17.5,24.5725,24.5287,24.6135
0,16,101,0.5,17.75,24.6139,24.5613,24.662
0,16,101,0.5,18,24.6618,24.6076,24.7079
0,16,101,0.5,18.25,24.6979,24.6487,24.7389
0,16,101,0.5,18.5,24.732,24.6827,24.7824
0,16,101,0.5,18.75,24.7718,24.7287,24.8171
0,16,101,0.5,19,24.8024,24.743,24.8542
0,16,101,0.5,19.25,24.8332,24.7931,24.8782
0,16,101,0.5,19.5,24.8675,24.8141,24.9129
0,16,101,0.5,19.75,24.8941,24.8494,24.9475
0,16,101,0.5,20,24.916,24.8703,24.967
0,16,101,0.5,20.25,24.9397,24.8905,24.9925
0,16,101,0.5,20.5,24.9564,24.9102,25.0037
0,16,101,0.5,20.75,24.9768,24.9227,25.0281
0,16,101,0.5,21,24.9991,24.9528,25.0402
max,16,101,0.5,0.25,31.3392,31.2709,31.4028
max,16,101,0.5,0.5,31.343,31.2787,31.3997
max,16,101,0.5,0.75,31.3366,31.2747,31.3906
max,16,101,0.5,1,31.3421,31.2835,31.4013
max,16,101,0.5,1.25,31.1803,31.124,31.2354
max,16,101,0.5,1.5,31.0732,31.012,31.1343
max,16,101,0.5,1.75,31.0087,30.9467,31.0643
max,16,101,0.5,2,30.9438,30.8878,31.0078
max,16,101,0.5,2.25,30.8495,30.7998,30.9106
max,16,101,0.5,2.5,30.7657,30.7007,30.8233
max,16,101,0.5,2.75,30.7084,30.6422,30.7638
max,16,101,0.5,3,30.6473,30.5925,30.7257
max,16,101,0.5,3.25,30.4641,30.3998,30.5205
max,16,101,0.5,3.5,30.309,30.255,30.3601
max,16,101,0.5,3.75,30.1741,30.1099,30.2457
max,16,101,0.5,4,30.0516,29.9925,30.1105
max,16,101,0.5,4.25,29.8851,29.8357,29.9449
max,16,101,0.5,4.5,29.7334,29.6854,29.7787
max,16,101,0.5,4.75,29.6053,29.5485,29.6641
max,16,101,0.5,5,29.4826,29.4272,29.5408
max,16,101,0.5,5.25,29.3681,29.3071,29.4399
max,16,101,0.5,5.5,29.264,29.2154,29.3125
max,16,101,0.5,5.75,29.1612,29.0947,29.2251
max,16,101,0.5,6,29.0717,29.0216,29.1228
max,16,101,0.5,6.25,28.9219,28.8716,28.9844
max,16,101,0.5,6.5,28.7893,28.7304,28.8512
max,16,101,0.5,6.75,28.6634,28.6158,28.718
max,16,101,0.5,7,28.5508,28.4968,28.5965
max,16,101,0.5,7.25,28.3979,28.3482,28.4577
max,16,101,0.5,7.5,28.2551,28.2069,28.3245
max,16,101,0.5,7.75,28.1248,28.0552,28.1723
max,16,101,0.5,8,28.0016,27.9465,28.0488
max,16,101,0.5,8.25,27.8842,27.8345,27.9444
max,16,101,0.5,8.5,27.7775,27.7218,27.8414
max,16,101,0.5,8.75,27.6805,27.6314,27.7305
max,16,101,0.5,9,27.5798,27.5289,27.6295
max,16,101,0.5,9.25,27.4602,27.4038,27.5196
max,16,101,0.5,9.5,27.3367,27.2893,27.3893
max,16,101,0.5,9.75,27.2277,27.1722,27.2721
max,16,101,0.5,10,27.1205,27.0625,27.1764
max,16,101,0.5,10.25,26.9806,26.9307,27.0297
max,16,101,0.5,10.5,26.8482,26.7978,26.9008
max,16,101,0.5,10.75,26.7199,26.6577,26.7738
max,16,101,0.5,11,26.5984,26.548,26.6483
max,16,101,0.5,11.25,26.4794,26.4347,26.5272
max,16,101,0.5,11.5,26.3677,26.3064,26.4102
max,16,101,0.5,11.75,26.262,26.2119,26.3095
max,16,101,0.5,12,26.1603,26.1057,26.221
max,16,101,0.5,12.25,26.0389,26.0029,26.0842
max,16,101,0.5,12.5,25.9264,25.8737,25.9667
max,16,101,0.5,12.75,25.817,25.7567,25.8675
max,16,101,0.5,13,25.7167,25.6647,25.7543
max,16,101,0.5,13.25,25.5691,25.5213,25.6365
max,16,101,0.5,13.5,25.442,25.405,25.4878
max,16,101,0.5,13.75,25.3118,25.2679,25.3534
max,16,101,0.5,14,25.1914,25.1411,25.2403
max,16,101,0.5,14.25,25.0635,25.0118,25.1093
max,16,101,0.5,14.5,24.9404,24.8814,24.9975
max,16,101,0.5,14.75,24.8205,24.7671,24.8662
max,16,101,0.5,15,24.7071,24.6551,24.753
max,16,101,0.5,15.25,24.5879,24.5436,24.6303
max,16,101,0.5,15.5,24.4703,24.4248,24.5126
max,16,101,0.5,15.75,24.3584,24.3134,24.402
max,16,101,0.5,16,24.2454,24.2019,24.2885
max,16,101,0.5,16.25,24.4973,24.4466,24.538
max,16,101,0.5,16.5,24.7519,24.7135,24.7863
max,16,101,0.5,16.75,25.007,24.9674,25.0521
max,16,101,0.5,17,25.2549,25.1977,25.3021
max,16,101,0.5,17.25,25.5061,25.458,25.5552
max,16,101,0.5,17.5,25.7607,25.7068,25.8103
max,16,101,0.5,17.75,26.0114,25.9524,26.064
max,16,101,0.5,18,26.2638,26.2127,26.3113
max,16,101,0.5,18.25,26.5153,26.4632,26.5709
max,16,101,0.5,18.5,26.7702,26.722,26.8299
max,16,101,0.5,18.75,27.0222,26.957,27.0876
max,16,101,0.5,19,27.273,27.2195,27.3336
max,16,101,0.5,19.25,27.5242,27.4671,27.5761
max,16,101,0.5,19.5,27.7791,27.7267,27.8306
max,16,101,0.5,19.75,28.0308,27.974,28.0768
max,16,101,0.5,20,28.2779,28.2058,28.3379
max,16,101,0.5,20.25,28.5347,28.4727,28.6067
max,16,101,0.5,20.5,28.7896,28.7335,28.8519
max,16,101,0.5,20.75,29.0406,28.9902,29.102
max,16,101,0.5,21,29.294,29.2303,29.355
0,16,101,0.75,0.25,21.0486,21.0035,21.0913
0,16,101,0.75,0.5,21.0467,21.0085,21.0839
0,16,101,0.75,0.75,21.0447,21.0076,21.0995
0,16,101,0.75,1,21.0485,21.0134,21.0818
0,16,101,0.75,1.25,20.8411,20.8029,20.8798
0,16,101,0.75,1.5,20.703,20.6446,20.7469
0,16,101,0.75,1.75,20.6084,20.5683,20.6535
0,16,101,0.75,2,20.5416,20.4995,20.579
0,16,101,0.75,2.25,20.373,20.3329,20.422
0,16,101,0.75,2.5,20.2382,20.1989,20.2764
0,16,101,0.75,2.75,20.1236,20.0873,20.1584
0,16,101,0.75,3,20.0365,20.0009,20.0759
0,16,101,0.75,3.25,19.8775,19.841,19.9185
0,16,101,0.75,3.5,19.7454,19.7069,19.7826
0,16,101,0.75,3.75,19.631,19.5927,19.673
